"Facility Name","Location Type","Operator","Status","Open","Hours of Operation","Accessibility","Restroom Type","Changing Stations","Additional Notes","Website","Latitude","Longitude","Location"
"Grove Hill Playground","Park","NYC Parks","Operational","Year Round","8am-4pm, Open later seasonally","Fully Accessible","Multi-Stall W/M Restrooms","""Yes, in men's restroom only""",,,"40.81994","-73.9085","POINT (-73.9085 40.81994)"
"Gen. Douglas MacArthur Park","Park","NYC Parks","Operational","Year Round","8am-4pm, Open later seasonally","Fully Accessible","Multi-Stall W/M Restrooms","Yes",,,"40.58593","-74.1008","POINT (-74.1008 40.58593)"
"Holcombe Rucker Park","Park","NYC Parks","Operational","Year Round","8am-4pm, Open later seasonally","Fully Accessible","Both Single-Stall All Gender and Multi-Stall W/M","Yes",,,"40.82919","-73.9362","POINT (-73.9362 40.82919)"
"Herbert Von King Park","Park","NYC Parks","Operational","Year Round","8am-4pm, Open later seasonally","Fully Accessible","Multi-Stall W/M Restrooms","Yes",,,"40.68985","-73.9465","POINT (-73.9465 40.68985)"
"Fulton Park","Park","NYC Parks","Operational","Year Round","8am-4pm, Open later seasonally","Partially Accessible","Multi-Stall W/M Restrooms","Yes",,,"40.67979","-73.9316","POINT (-73.9316 40.67979)"
"Schmidts Lane Recreation Fac.","Park","NYC Parks Concessionaire","Operational","Year Round","https://sifunpark.com/2023-hours/","Partially Accessible","Multi-Stall W/M Restrooms","Yes",,,"40.609563","-74.119642","POINT (-74.119642 40.609563)"
"Bleecker Playground","Park","NYC Parks","Operational","Year Round","8am-4pm, Open later seasonally","Fully Accessible","Multi-Stall W/M Restrooms","Yes",,,"40.73636","-74.0056","POINT (-74.0056 40.73636)"
"FDR Boardwalk/South Beach Restroom","Park","NYC Parks Concessionaire","Operational","Year Round","Concession Operating Hours",,,,,,"40.589204","-74.066453","POINT (-74.066453 40.589204)"
"Dyckman Marina Restaurant","Park","NYC Parks Concessionaire","Operational","Seasonal","Mon-Thurs-4:00pm-10pm Fri-Sat 11:00am-11:00pm Sunday 11:00am-10:00pm","Fully Accessible","Multi-Stall W/M Restrooms","""Yes, in women's restroom only""",,,"40.860769","-73.93276","POINT (-73.93276 40.860769)"
"Lyons Square Playground","Park","NYC Parks","Operational","Year Round","8am-4pm, Open later seasonally","Fully Accessible","Multi-Stall W/M Restrooms","Yes",,,"40.82263","-73.8883","POINT (-73.8883 40.82263)"
"Terence Cardinal Cooke-Cathedral Library, NYPL","Library","NYPL","Closed",,,,,,,"https://www.nypl.org/locations/cathedral","40.756811","-73.972542","POINT (-73.972542 40.756811)"
"Olinville Playground","Park","NYC Parks","Operational","Year Round","8am-4pm, Open later seasonally","Fully Accessible","Multi-Stall W/M Restrooms","""Yes, in women's restroom only""",,,"40.88433","-73.867","POINT (-73.867 40.88433)"
"Eastchester Playground","Park","NYC Parks","Operational","Year Round","8am-4pm, Open later seasonally","Fully Accessible","Multi-Stall W/M Restrooms","Yes",,,"40.86978","-73.8527","POINT (-73.8527 40.86978)"
"550 Madison Avenue POPS","Privately Owned Public Space","550 Madison Property Management","Operational","Year Round","Everyday 7:00 am-11:00 pm","Fully Accessible","Multi-Stall W/M Restrooms","Yes","Restroom next to Black Box Coffee.",,"40.76147","-73.973505","POINT (-73.973505 40.76147)"
"Crowley Playground","Park","NYC Parks","Operational","Seasonal","8am-4pm, Open later seasonally","Not Accessible","Multi-Stall W/M Restrooms","Yes",,,"40.72931","-73.8799","POINT (-73.8799 40.72931)"
"Willoughby Playground","Park","NYC Parks","Operational","Seasonal","8am-4pm, Open later seasonally","Partially Accessible","Multi-Stall W/M Restrooms","Yes",,,"40.69449","-73.9467","POINT (-73.9467 40.69449)"
"Vidalia Park","Park","NYC Parks","Operational","Seasonal","8am-4pm, Open later seasonally","Fully Accessible","Multi-Stall W/M Restrooms","Yes",,,"40.84408","-73.8814","POINT (-73.8814 40.84408)"
"Rev J Polite Playground","Park","NYC Parks","Operational","Year Round","8am-4pm, Open later seasonally","Fully Accessible","Multi-Stall W/M Restrooms","No",,,"40.8269","-73.8978","POINT (-73.8978 40.8269)"
"Coney Island Library, BPL","Library","BPL","Operational","Year Round","Monday	10 am - 6 pm
Tuesday	1 pm - 8 pm
Wednesday	10 am - 6 pm
Thursday	10 am - 8 pm
Friday	10 am - 6 pm
Saturday	10 am - 5 pm
Sunday	CLOSED","Fully Accessible","Single-Stall All Gender Restroom(s)","Yes",,"https://www.bklynlibrary.org/locations/coney-island-library","40.576646","-73.986063","POINT (-73.986063 40.576646)"
"Wards Meadow","Park","NYC Parks","Operational","Year Round","8am-4pm, Open later seasonally","Fully Accessible","Multi-Stall W/M Restrooms","Yes",,,"40.78308","-73.9308","POINT (-73.9308 40.78308)"
"Herman Dolgon Playground","Park","NYC Parks","Operational","Year Round","8am-4pm, Open later seasonally","Not Accessible","Multi-Stall W/M Restrooms","Yes",,,"40.59817","-73.9396","POINT (-73.9396 40.59817)"
"Wingate Park","Park","NYC Parks","Operational","Year Round","8am-4pm, Open later seasonally","Not Accessible","Multi-Stall W/M Restrooms","Yes",,,"40.65926","-73.9446","POINT (-73.9446 40.65926)"
"Alley Springfield Playground","Park","NYC Parks","Operational","Year Round","8am-4pm, Open later seasonally","Not Accessible","Multi-Stall W/M Restrooms","""Yes, in women's restroom only""",,,"40.74159","-73.7485","POINT (-73.7485 40.74159)"
"Beach 59th St Playground","Park","NYC Parks","Operational","Year Round","8am-4pm, Open later seasonally","Fully Accessible","Multi-Stall W/M Restrooms","Yes",,,"40.5889","-73.7891","POINT (-73.7891 40.5889)"
"Coney Island Beach Zone 6b","Park","NYC Parks","Operational","Seasonal","8am-4pm, Open later seasonally","Fully Accessible","Multi-Stall W/M Restrooms","No",,,"40.57237","-73.9885","POINT (-73.9885 40.57237)"
"Payson Playground","Park","NYC Parks","Not Operational",,,,,"Yes",,,"40.86741","-73.9291","POINT (-73.9291 40.86741)"
"Mill Basin Library, BPL","Library","BPL","Operational","Year Round","Monday	10 am - 6 pm
Tuesday	1 pm - 8 pm
Wednesday	10 am - 6 pm
Thursday	10 am - 8 pm
Friday	10 am - 6 pm
Saturday	10 am - 5 pm
Sunday	CLOSED","Fully Accessible","Single-Stall All Gender Restroom(s)","Yes",,"https://www.bklynlibrary.org/locations/mill-basin","40.619877","-73.917023","POINT (-73.917023 40.619877)"
"Triborough Bridge Playground B","Park","NYC Parks","Operational","Seasonal","8am-4pm, Open later seasonally","Not Accessible","Multi-Stall W/M Restrooms","""Yes, in women's restroom only""",,,"40.77475","-73.9235","POINT (-73.9235 40.77475)"
"Bensonhurst Indoor Tennis","Park","NYC Parks Concessionaire","Operational","Year Round","Mon-Fri - 7:00am - 12:00am Sat-Sun 7:00am-10:00pm","Fully Accessible","Multi-Stall W/M Restrooms","No",,,"40.595081","-74.001441","POINT (-74.001441 40.595081)"
"Tiger Playground","Park","NYC Parks","Operational","Seasonal","8am-4pm, Open later seasonally","Fully Accessible","Multi-Stall W/M Restrooms","Yes",,,"40.68803","-73.9112","POINT (-73.9112 40.68803)"
"East River Park Zone 5","Park","NYC Parks","Operational","Seasonal","8am-4pm, Open later seasonally","Not Accessible","Multi-Stall W/M Restrooms","No",,,"40.7218","-73.974","POINT (-73.974 40.7218)"
"Kensington Library, BPL","Library","BPL","Operational","Year Round","Monday	10 am - 6 pm
Tuesday	1 pm - 8 pm
Wednesday	10 am - 6 pm
Thursday	10 am - 8 pm
Friday	10 am - 6 pm
Saturday	10 am - 5 pm
Sunday	CLOSED","Fully Accessible","Single-Stall All Gender Restroom(s)","Yes","The restrooms have a free feminine hygiene product dispenser.","https://www.bklynlibrary.org/locations/kensington","40.6313","-73.975437","POINT (-73.975437 40.6313)"
"96th Street Library, NYPL","Library","NYPL","Operational","Year Round","Sunday: Closed 
Monday: 10:00 am - 7:00 pm 
Tuesday: 10:00 am - 7:00 pm 
Wednesday: 10:00 am - 7:00 pm 
Thursday: 10:00 am - 7:00 pm 
Friday: 10:00 am - 5:00 pm 
Saturday: 10:00 am - 5:00 pm","Partially Accessible","Single-Stall All Gender Restroom(s)","Yes",,"https://www.nypl.org/locations/96th-street","40.785968","-73.951807","POINT (-73.951807 40.785968)"
"Rainey Park Playground","Park","NYC Parks","Not Operational",,,"Not Accessible","Multi-Stall W/M Restrooms","No",,,"40.76535","-73.941","POINT (-73.941 40.76535)"
"Marcus Garvey Park Zone 1","Park","NYC Parks","Operational","Seasonal","8am-4pm, Open later seasonally","Fully Accessible","Both Single-Stall All Gender and Multi-Stall W/M","Yes",,,"40.80461","-73.9448","POINT (-73.9448 40.80461)"
"Woodtree Playground","Park","NYC Parks","Not Operational",,,"Not Accessible","Multi-Stall W/M Restrooms","Yes",,,"40.77752","-73.9026","POINT (-73.9026 40.77752)"
"Mafera Park","Park","NYC Parks","Operational","Year Round","8am-4pm, Open later seasonally","Not Accessible","Multi-Stall W/M Restrooms","Yes",,,"40.70604","-73.8913","POINT (-73.8913 40.70604)"
"Edenwald Playground","Park","NYC Parks","Operational","Year Round","8am-4pm, Open later seasonally","Fully Accessible","Multi-Stall W/M Restrooms","Yes",,,"40.88409","-73.8452","POINT (-73.8452 40.88409)"
"Dairy, Chess & Checkers House, Carousel","Park","NYC Parks","Operational","Year Round","8am-4pm, Open later seasonally",,,,,,"40.769105","-73.974625","POINT (-73.974625 40.769105)"
"Hudson River Park Pier 25","Park","Hudson River Park","Operational","Year Round","7:30am - 11pm","Fully Accessible",,,,,"40.719928","-74.012697","POINT (-74.012697 40.719928)"
"Pfc Norton Playground","Park","NYC Parks","Operational","Year Round","8am-4pm, Open later seasonally","Fully Accessible","Multi-Stall W/M Restrooms","Yes",,,"40.61457","-73.9448","POINT (-73.9448 40.61457)"
"Fordham Plaza APT","Public Plaza","NYC DOT/JCDecaux","Operational","Year Round","8am-8pm","Fully Accessible","Single-Stall All Gender Restroom(s)","No","This unit costs $.25 to use.","https://portal.311.nyc.gov/article/?kanumber=KA-02226","40.860834","-73.891159","POINT (-73.891159 40.860834)"
"Newport Playground","Park","NYC Parks","Operational","Year Round","8am-4pm, Open later seasonally","Fully Accessible","Multi-Stall W/M Restrooms","Yes",,,"40.66094","-73.9069","POINT (-73.9069 40.66094)"
"McCarren Park Zone 1","Park","NYC Parks","Operational","Year Round","8am-4pm, Open later seasonally",,,"Yes",,,"40.72077","-73.9501","POINT (-73.9501 40.72077)"
"Brooklyn Bridge Park Zone 6","Park","NYC Parks","Operational","Year Round","8am-4pm, Open later seasonally","Fully Accessible","Multi-Stall W/M Restrooms","No",,,"40.69293","-74.0017","POINT (-74.0017 40.69293)"
"Port Richmond Library, NYPL","Library","NYPL","Operational","Year Round","Sunday: Closed 
Monday: 11:00 am - 6:00 pm 
Tuesday: 11:00 am - 6:00 pm 
Wednesday: 11:00 am - 6:00 pm  
Thursday: 11:00 am - 6:00 pm 
Friday: 10:00 am - 5:00 pm 
Saturday: 10:00 am - 5:00 pm","Fully Accessible","Both Single-Stall All Gender and Multi-Stall W/M","Yes",,"https://www.nypl.org/locations/port-richmond","40.637594","-74.131106","POINT (-74.131106 40.637594)"
"Midland Field","Park","NYC Parks","Not Operational",,,"Fully Accessible","Multi-Stall W/M Restrooms","Yes",,,"40.57659","-74.0995","POINT (-74.0995 40.57659)"
"Wolfe's Pond Park Zone 2","Park","NYC Parks","Operational","Year Round","8am-4pm, Open later seasonally",,,"Yes",,,"40.51739","-74.191","POINT (-74.191 40.51739)"
"MacNeil Playground","Park","NYC Parks","Operational","Year Round","8am-4pm, Open later seasonally","Fully Accessible","Multi-Stall W/M Restrooms","Yes",,,"40.79352","-73.8514","POINT (-73.8514 40.79352)"
"Pilgrim Hill & Conservatory Water","Park","NYC Parks","Operational","Year Round","6:00am-11:00pm","Fully Accessible",,,,,"40.77398","-73.9665","POINT (-73.9665 40.77398)"
"Horatio Playground","Park","NYC Parks","Operational","Year Round","8am-4pm, Open later seasonally","Not Accessible","Multi-Stall W/M Restrooms","Yes",,,"40.75878","-73.754","POINT (-73.754 40.75878)"
"Roosevelt Island Library, NYPL","Library","NYPL","Operational","Year Round","Sunday: Closed 
Monday: 10:00 am - 8:00 pm 
Tuesday: 10:00 am - 6:00 pm
Wednesday: 10:00 am - 8:00 pm
Thursday: 10:00 am - 6:00 pm
Friday: 10:00 am - 5:00 pm 
Saturday: 10:00 am - 5:00 pm","Fully Accessible","Single-Stall All Gender Restroom(s)","Yes",,"https://www.nypl.org/locations/roosevelt-island","40.762333","-73.949446","POINT (-73.949446 40.762333)"
"Wright Brothers Playground","Park","NYC Parks","Operational","Year Round","8am-4pm, Open later seasonally","Fully Accessible","Multi-Stall W/M Restrooms","Yes",,,"40.83169","-73.9416","POINT (-73.9416 40.83169)"
"St Mary's Playground East","Park","NYC Parks","Operational","Year Round","8am-4pm, Open later seasonally","Fully Accessible","Multi-Stall W/M Restrooms","Yes",,,"40.80991","-73.9105","POINT (-73.9105 40.80991)"
"Cambria Heights Library, QPL","Library","QPL","Operational","Year Round","Sunday: Closed 
Monday: 10:00 am - 6:00 pm 
Tuesday: 1:00 pm - 6:00 pm 
Wednesday: 10:00 am - 6:00 pm 
Thursday: 12:00 pm - 8:00 pm 
Friday: 10:00 am - 6:00 pm 
Saturday: 10:00 am - 5:00 pm",,"Single-Stall All Gender Restroom(s)","Yes","Yes, a key is needed to enter","https://www.queenslibrary.org/about-us/locations/cambria-heights","40.695731","-73.741164","POINT (-73.741164 40.695731)"
"Pomonok Library, QPL","Library","QPL","Operational","Year Round","Sunday: Closed 
Monday: 10:00 am - 6:00 pm 
Tuesday: 1:00 pm - 6:00 pm 
Wednesday: 10:00 am - 6:00 pm 
Thursday: 12:00 pm - 8:00 pm 
Friday: 10:00 am - 6:00 pm 
Saturday: 10:00 am - 5:00 pm",,"Single-Stall All Gender Restroom(s)","Yes","Yes, a key is needed to enter","https://www.queenslibrary.org/about-us/locations/pomonok","40.732933","-73.810096","POINT (-73.810096 40.732933)"
"Shore Road Park Zone 4","Park","NYC Parks","Operational","Year Round","8am-4pm, Open later seasonally","Not Accessible","Multi-Stall W/M Restrooms","Yes",,,"40.612","-74.0357","POINT (-74.0357 40.612)"
"Webster Library, NYPL","Library","NYPL","Operational","Year Round","Sunday: Closed 
Monday: 11:00 am - 7:00 pm 
Tuesday: 11:00 am - 7:00 pm
Wednesday: 11:00 am - 7:00 pm
Thursday: 11:00 am - 7:00 pm
Friday: 10:00 am - 5:00 pm 
Saturday: 10:00 am - 5:00 pm","Fully Accessible","Single-Stall All Gender Restroom(s)","Yes",,"https://www.nypl.org/locations/webster","40.770661","-73.951343","POINT (-73.951343 40.770661)"
"Slope Park Playground","Park","NYC Parks","Operational","Year Round","8am-4pm, Open later seasonally","Not Accessible","Multi-Stall W/M Restrooms","Yes",,,"40.6613","-73.9893","POINT (-73.9893 40.6613)"
"Sternberg Park","Park","NYC Parks","Operational","Year Round","8am-4pm, Open later seasonally","Fully Accessible","Multi-Stall W/M Restrooms","Yes",,,"40.70586","-73.9472","POINT (-73.9472 40.70586)"
"Twin Island","Park","NYC Parks","Operational","Year Round","8am-4pm, Open later seasonally",,,"Yes",,,"40.87048","-73.7866","POINT (-73.7866 40.87048)"
"Williamsbridge Oval","Park","NYC Parks","Operational","Year Round","8am-4pm, Open later seasonally","Fully Accessible","Multi-Stall W/M Restrooms","""Yes, in women's restroom only""",,,"40.87667","-73.8786","POINT (-73.8786 40.87667)"
"58th Street Library, NYPL","Library","NYPL","Operational","Year Round","Sunday: Closed 
Monday: 10:00 am - 6:00 pm 
Tuesday: 10:00 am - 6:00 pm
Wednesday: 10:00 am - 6:00 pm
Thursday: 10:00 am - 6:00 pm
Friday: 10:00 am - 5:00 pm 
Saturday: 10:00 am - 5:00 pm","Partially Accessible","Single-Stall All Gender Restroom(s)","No",,"https://www.nypl.org/locations/58th-street","40.762194","-73.969383","POINT (-73.969383 40.762194)"
"Jacob H. Schiff Playground","Park","NYC Parks","Operational","Year Round","8am-4pm, Open later seasonally","Not Accessible","Multi-Stall W/M Restrooms","Yes",,,"40.82037","-73.9521","POINT (-73.9521 40.82037)"
"Sedgwick Library, NYPL","Library","NYPL","Operational","Year Round","Sunday: Closed 
Monday: 10:00 am - 6:00 pm 
Tuesday: 10:00 pm - 6:00 pm 
Wednesday: 10:00 am - 6:00 pm 
Thursday: 10:00 pm - 6:00 pm 
Friday: 10:00 am - 6:00 pm 
Saturday: 10:00 am - 5:00 pm","Fully Accessible","Single-Stall All Gender Restroom(s)","No",,"https://www.nypl.org/locations/sedgwick","40.849453","-73.917496","POINT (-73.917496 40.849453)"
"Banneker Playground","Park","NYC Parks","Operational","Year Round","8am-4pm, Open later seasonally","Not Accessible","Multi-Stall W/M Restrooms","No",,,"40.69069","-73.9488","POINT (-73.9488 40.69069)"
"Calvert Vaux Park Zone 2","Park","NYC Parks","Operational","Year Round","8am-4pm, Open later seasonally",,,"Yes",,,"40.58528","-73.992","POINT (-73.992 40.58528)"
"Horseshoe Playground","Park","NYC Parks","Operational","Year Round","8am-4pm, Open later seasonally","Fully Accessible","Multi-Stall W/M Restrooms","Yes",,,"40.82424","-73.8978","POINT (-73.8978 40.82424)"
"Battery Park City Zone 1","Park","NYC Parks","Operational","Year Round","8am-4pm, Open later seasonally",,,"Yes",,,"40.70523","-74.0184","POINT (-74.0184 40.70523)"
"Keltch Memorial Park Snack Bar","Park","NYC Parks Concessionaire","Operational","Year Round","6:30am-2:00am","Fully Accessible","Multi-Stall W/M Restrooms","No",,,"40.840542","-73.917785","POINT (-73.917785 40.840542)"
"Van Cortlandt Library, NYPL","Library","NYPL","Operational","Year Round","Sunday: Closed 
Monday: 10:00 am - 7:00 pm 
Tuesday: 10:00 pm - 7:00 pm 
Wednesday: 10:00 am - 7:00 pm 
Thursday: 10:00 pm - 7:00 pm 
Friday: 10:00 am - 5:00 pm 
Saturday: 10:00 am - 5:00 pm","Fully Accessible","Single-Stall All Gender Restroom(s)","Yes",,"https://www.nypl.org/locations/van-cortlandt","40.883625","-73.894476","POINT (-73.894476 40.883625)"
"Yak Playground","Park","NYC Parks","Operational","Year Round","8am-4pm, Open later seasonally","Fully Accessible","Multi-Stall W/M Restrooms","Yes",,,"40.59246","-73.9358","POINT (-73.9358 40.59246)"
"Parkchester Library, NYPL","Library","NYPL","Operational","Year Round","Sunday: Closed 
Monday: 10:00 am - 8:00 pm 
Tuesday: 10:00 pm - 8:00 pm 
Wednesday: 10:00 am - 8:00 pm 
Thursday: 10:00 pm - 8:00 pm 
Friday: 10:00 am - 5:00 pm 
Saturday: 10:00 am - 5:00 pm","Fully Accessible","Single-Stall All Gender Restroom(s)","Yes",,"https://www.nypl.org/locations/parkchester","40.833789","-73.858351","POINT (-73.858351 40.833789)"
